หมวดหมู่หลัก (TH),หมวดหมู่หลัก (CN),หมวดหมู่ย่อย (TH),หมวดหมู่ย่อย (CN),กลุ่มสินค้า (TH),ชื่อสินค้า (TH),ชื่อสินค้า (CN),SKU,Slug (รหัสสินค้า),โฟลเดอร์ที่ต้องวางรูป
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,มิเตอร์และปลั๊ก,仪表插座,มิเตอร์ไฟเฟสเดียวติดราง,มิเตอร์ไฟฟ้าเฟสเดียวแบบราง 2P/หน้าจอ LCD 5(60)A,2P单相导轨电能表/电表/液晶屏幕 5（60）A,DB-DGLC-2P560A,03-10-05-001,public/products/03-di-ya-dian-qi/03-10-yi-biao-cha-zuo/03-10-05-dan-xiang-dao-gui-dian-biao/03-10-05-001/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,มิเตอร์และปลั๊ก,仪表插座,มิเตอร์ไฟเฟสเดียวติดราง,มิเตอร์ไฟฟ้าเฟสเดียวแบบราง 2P/ระบบบลูทูธ 5(60)A,2P单相导轨电能表/电表/蓝牙智能 5（60）A,DB-DGLY-2P560A,03-10-05-002,public/products/03-di-ya-dian-qi/03-10-yi-biao-cha-zuo/03-10-05-dan-xiang-dao-gui-dian-biao/03-10-05-002/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,สวิตช์กันดูดเซี่ยงไฮ้เหรินหมิน,เบรกเกอร์กันดูด SHANGHAI RENMIN DZL18-32A,上海人民 DZL18-32A 漏电开关,LDKG-DZL1832A-32A,03-12-01-002,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-01-shang-hai-ren-min-lou-dian-kai-guan/03-12-01-002/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้าเฟสเดียว SHANGHAI RENMIN รุ่น DDS6611 10-40A (ตัวเรือนสีขาว),上海人民单相电表DDS6611型 10-40A,DB-DDS6611-1040ABS,03-12-02-001,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-001/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้าเฟสเดียว SHANGHAI RENMIN รุ่น DDS6611 10-40A (ตัวเรือนใส),上海人民单相电表DDS6611型 10-40A,DB-DDS6611-1040ATM,03-12-02-002,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-002/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้าเฟสเดียว SHANGHAI RENMIN รุ่น DDS6611 5-20A (ตัวเรือนสีขาว),上海人民单相电表DDS6611型 5-20A,DB-DDS6611-520ABS,03-12-02-003,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-003/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้าเฟสเดียว SHANGHAI RENMIN รุ่น DDS6611 5-20A (ตัวเรือนใส),上海人民单相电表DDS6611型 5-20A,DB-DDS6611-520ATM,03-12-02-004,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-004/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้า 3 เฟส 4 สาย SHANGHAI RENMIN 10-40A (ตัวเรือนสีขาว),上海人民三相四线电表 10-40A,DB-SXSX-1040ABS,03-12-02-007,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-007/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้า 3 เฟส 4 สาย SHANGHAI RENMIN 10-40A (ตัวเรือนใส),上海人民三相四线电表 10-40A,DB-SXSX-1040ATM,03-12-02-008,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-008/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้า 3 เฟส 4 สาย SHANGHAI RENMIN 15-60A (ตัวเรือนสีขาว),上海人民三相四线电表 15-60A,DB-SXSX-1560ABS,03-12-02-009,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-009/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,มิเตอร์ไฟฟ้าเซี่ยงไฮ้เหรินหมิน,มิเตอร์ไฟฟ้า 3 เฟส 4 สาย SHANGHAI RENMIN 15-60A (ตัวเรือนใส),上海人民三相四线电表 15-60A,DB-SXSX-1560ATM,03-12-02-010,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-02-shang-hai-ren-min-dian-biao/03-12-02-010/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,ฟิวส์หลอด/ฟิวส์ตัด,ฟิวส์หลอด/ฟิวส์ RT18 (32A) (บรรจุ 20 ชิ้น/กล่องเล็ก),保险管/熔断器 RT18(32A)（20支/小盒）,RDC-RT18-32A,03-12-03-001,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-03-bao-xian-guan-rong-duan-qi/03-12-03-001/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,สวิตช์กลับทาง,สวิตช์เดินหน้า-ถอยหลัง HY2(K03)-15A,倒顺开关 HY2(K03)-15A,DSKG-HY2K03-15A,03-12-04-001,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-04-dao-shun-kai-guan/03-12-04-001/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,สวิตช์กลับทาง,สวิตช์เดินหน้า-ถอยหลัง HY2(K03)-60A,倒顺开关 HY2(K03)-60A,DSKG-HY2K03-60A,03-12-04-003,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-04-dao-shun-kai-guan/03-12-04-003/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,ฐานฟิวส์,ฐานฟิวส์ RT18-32X 1P 32A (บรรจุ 10 ตัว/กล่อง),RT18-32X保险管/熔断器底座 1P 32A（10个/盒）,RDCDZ-RT1832-1P32A,03-12-05-001,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-05-rong-duan-qi-di-zuo/03-12-05-001/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,ฐานฟิวส์,ฐานฟิวส์ RT18-63 2P 63A (บรรจุ 3 ตัว/กล่อง),RT18-63保险管/熔断器底座 2P 63A（3个/盒）,RDCDZ-RT1863-2P63A,03-12-05-003,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-05-rong-duan-qi-di-zuo/03-12-05-003/
อุปกรณ์ไฟฟ้าแรงดันต่ำ,低压电器,สวิตช์เซี่ยงไฮ้เหรินหมิน,上海人民开关,ฐานฟิวส์,ฐานฟิวส์ RT18-63 3P 63A (บรรจุ 2 ตัว/กล่อง),RT18-63保险管/熔断器底座 3P 63A（2个/盒）,RDCDZ-RT1863-3P63A,03-12-05-004,public/products/03-di-ya-dian-qi/03-12-shang-hai-ren-min-kai-guan/03-12-05-rong-duan-qi-di-zuo/03-12-05-004/
สวิตช์และปลั๊กไฟ,开关插座,แผงสวิตช์ไฟ,开关面板,แผงสวิตช์/ปลั๊ก Haoyi ซีรีส์ Qin86,ปลั๊ก 7 รู Hanyi ซีรีส์ Qin86 แผ่นใหญ่ สีขาว Frost,豪意(秦86系列大板开关)霜白色 七孔插座7,CZ-SWQXQ-86,04-01-0001,public/products/04-kai-guan-cha-zuo/04-01-kai-guan-mian-ban/04-01-01-hao-yi-qin86-mian-ban/04-01-0001/
สวิตช์และปลั๊กไฟ,开关插座,แผงสวิตช์ไฟ,开关面板,แผงสวิตช์/ปลั๊ก Haoyi ซีรีส์ Qin86,ปลั๊ก 5 รู (เฉียง) Hanyi ซีรีส์ Qin86 แผ่นใหญ่ สีขาว Frost,豪意(秦86系列大板开关)霜白色 五孔插座(斜)5,CZ-SWWXQ-86,04-01-0002,public/products/04-kai-guan-cha-zuo/04-01-kai-guan-mian-ban/04-01-01-hao-yi-qin86-mian-ban/04-01-0002/
สวิตช์และปลั๊กไฟ,开关插座,แผงสวิตช์ไฟ,开关面板,แผงสวิตช์/ปลั๊ก Haoyi ซีรีส์ Qin86,สวิตช์ 2 ทางควบคุมหลายจุด Hanyi ซีรีส์ Qin86 สีขาว Frost,豪意(秦86系列大板开关)霜白色 二开多控2,KG-SWER-86,04-01-0003,public/products/04-kai-guan-cha-zuo/04-01-kai-guan-mian-ban/04-01-01-hao-yi-qin86-mian-ban/04-01-0003/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (ไม่มีสาย),ปลั๊กไร้สาย Ruifeng A02,瑞风无线插座A02,CZ-WXA02-A02,04-04-01-001,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-01-rui-feng-wu-xian-cha-ban/04-04-01-001/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (ไม่มีสาย),ปลั๊กแอร์ไร้สาย Ruifeng Wang 16A รุ่น 900D,瑞风王16A无线空调插座 900D,CZ-WXKT-900D,04-04-01-006,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-01-rui-feng-wu-xian-cha-ban/04-04-01-006/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (ไม่มีสาย),ปลั๊กไร้สาย Ruifeng 514,瑞风无线插座514,CZ-WX514-514,04-04-01-009,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-01-rui-feng-wu-xian-cha-ban/04-04-01-009/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (ไม่มีสาย),ปลั๊กไร้สาย Ruifeng 515,瑞风无线插座515,CZ-WX515-515,04-04-01-012,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-01-rui-feng-wu-xian-cha-ban/04-04-01-012/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (ไม่มีสาย),หัวแปลงปลั๊ก Zhenlong ZL-889 / Peiming 1016,圳龙转换器 ZL-889/培铭 1016,ZHQ-ZL889-1016,04-04-01-016,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-01-rui-feng-wu-xian-cha-ban/04-04-01-016/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย),ปลั๊กไฟ Ruifeng 505,瑞风插座505,CZ-PT-505,04-04-02-004,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-02-rui-feng-dai-xian-cha-ban/04-04-02-004/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย),ปลั๊กไฟ Ruifeng 508 ความยาว 5 เมตร,瑞风插座508 5米,CZ-PT-508-5M,04-04-02-012,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-02-rui-feng-dai-xian-cha-ban/04-04-02-012/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย),ปลั๊กไฟ Ruifeng 509 ความยาว 3 เมตร,瑞风插座509 3米,CZ-PT-509-3M,04-04-02-014,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-02-rui-feng-dai-xian-cha-ban/04-04-02-014/
สวิตช์และปลั๊กไฟ,开关插座,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย/ไม่มีสาย),瑞风无线带线插板,ปลั๊กพ่วงรุ่ยเฟิง (มีสาย),ปลั๊กไฟ Ruifeng 510 ความยาว 3 เมตร,瑞风插座510 3米,CZ-PT-510-3M,04-04-02-016,public/products/04-kai-guan-cha-zuo/04-04-rui-feng-wu-xian-dai-xian-cha-ban/04-04-02-rui-feng-dai-xian-cha-ban/04-04-02-016/
